title,authors,average_rating,isbn,# num_pages
Enchanted April: Acting Edition,Matthew Barber-Elizabeth von Arnim,3.59,0822219751,73
April  May und June,Elizabeth von Arnim,3.89,345833422X,88
A Room with a View,E.M. Forster,3.9,1420925431,119
A Room with a View / Howards End,E.M. Forster-Benjamin DeMott,4.1,0451521412,449
E.M. Forster: Critical Guidebook,Lionel Trilling-E.M. Forster,3.52,0811202100,208
The Longest Journey,E.M. Forster-Gilbert Adair-Elizabeth Heine,3.48,0141441488,416
Howards End,E.M. Forster,3.96,0486424545,246
Maurice,E.M. Forster,4.01,0393310329,256
E. M. Forster: A Life,P.N. Furbank,4.11,0156286513,648
Howards End,E.M. Forster,3.96,0141183357,352
The Sixteen Pleasures,Robert Hellenga,3.58,0385314698,384
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.18,1594200823,450
Assassination Vacation,Sarah Vowell,3.98,074326004X,258
Revolutionary Characters: What Made the Founders Different,Gordon S. Wood,3.97,1594200939,336
The Rescue (Kidnapped  #3),Gordon Korman,4.11,0439847796,140
Hunting the Hunter (On the Run  #6),Gordon Korman,4.21,0439651417,151
Public Enemies (On The Run  #5),Gordon Korman,4.19,0439651409,150
Runaway Bride,Deborah  Gordon,4.25,0380777584,390
The Bridge on the Drina,Ivo Andrić-Lovett F. Edwards-William H. McNeill,4.33,0226020452,314
The Bridge over the Drina,Ivo Andrić,4.33,1860460585,314
Drina Dances in Exile,Jean Estoril,4.14,0590430815,188
Drina Dances in Paris,Jean Estoril,4.16,0750000333,194
Drina Ballerina,Jean Estoril,4.15,0750005947,188
Drina Dances in Italy,Jean Estoril-Mabel Esther Allan,4.1,0590425587,190
Le Pont sur la Drina,Ivo Andrić-Pascale Delpech,4.33,225393321X,384
Drina's Dancing Year,Jean Estoril,4.08,0750012617,176
Drina Dances Again,Jean Estoril-Mabel Esther Allan,4.1,0590425579,186
Drina Dances in Italy,Jean Estoril,4.1,0750012633,191
Cindy macht ihren Weg,Jean Estoril-Mabel Esther Allan,4.1,3785533950,112
Cindy träumt vom Tanzen,Jean Estoril-Mabel Esther Allan,4.06,3785530889,115
Drina Goes on Tour,Jean Estoril-Mabel Esther Allan,4.25,0750002468,188
Drina Dances in Madeira,Jean Estoril-Mabel Esther Allan,4.09,0750002425,164
Selected Writings from Protagoras/Republic/Phaedrus/Gorgias,Plato,4.43,1904919103,320
Phaedrus/Apology/Crito/Symposium,Plato-Benjamin Jowett,4.0,1420926845,144
The Phaedrus Of Plato,Plato,3.91,0405048661,203
The Dialogues of Plato  Volume 1: Euthyphro  Apology  Crito  Meno  Gorgias  Menexenus,Plato-Reginald E. Allen,4.14,0300044887,352
Gorgias/Menéxeno/Eutidemo/Menón/Crátilo (Diálogos II),Plato-Carlos García Gual-Julio Calonge Ruiz-Emilio Acosta Méndez-José Luis Calvo-F.J. Olivieri,4.22,8424908872,461
Gorgias/Timaeus,Plato-Benjamin Jowett,3.74,0486427595,256
Minor Works: On Colours/On Things Heard/Physiognomics/On Plants/On Marvellous Things Heard/Mechanical Problems/On Indivisible Lines/The...Gorgias,Aristotle-W.S. Hett,4.57,0674993381,528
Aristophanes I: Clouds/Wasps/Birds,Aristophanes-Peter Meineck-Ian C. Storey,3.76,0872203603,480
The Trojan Women,Euripides-Gilbert Murray,3.87,1420927329,80
Greek Tragedies  Vol. 2: Aeschylus: The Libation Bearers; Sophocles: Electra; Euripides: Iphigenia in Tauris  Electra  The Trojan Women,David Grene-David Grene-Aeschylus-Sophocles-Euripides,4.28,0226307751,304
Moloka'i (Moloka'i #1),Alan Brennert,4.16,0312304358,405
Teaching with the Brain in Mind,Eric Jensen,4.1,1416600302,186
Introducing Mind and Brain (Introducing...),Angus Gellatly-Oscar Zárate-Richard Appignanesi,3.56,1840466383,176
Eva Luna,Isabel Allende-Margaret Sayers Peden,3.96,0553383825,320
The Stories of Eva Luna,Isabel Allende,3.97,0743217187,352
Diez Cuentos de Eva Luna Con Guia de Comprension y Repaso de Gramatica,Isabel Allende-Richard D. Woods-Kenneth M. Taggart,3.97,007001356X,256
Cuentos de Eva Luna,Isabel Allende,3.97,8401381630,276
El bosque de los pigmeos,Isabel Allende,3.76,0060816198,304
De amor y de sombra,Isabel Allende,3.97,006095129X,268
Inés of My Soul,Isabel Allende-Margaret Sayers Peden,3.92,0061161535,321
La casa de los espíritus,Isabel Allende,4.22,0060951303,454
El plan infinito,Isabel Allende,3.71,0060951273,336
El reino del dragón de oro,Isabel Allende,3.84,0060591714,432
City of the Beasts (Eagle and Jaguar  #1),Isabel Allende-Margaret Sayers Peden,3.7,0060535032,408
Self,Yann Martel,3.41,0571219764,331
Schiffbruch mit Tiger,Yann Martel-Manfred Allié,3.9,3100478258,381
Die Brücke über die Drina,Ivo Andrić-Ernst E. Jonas,4.33,3518399608,407
Drina Dances Again,Jean Estoril,4.1,0356166856,192
Drina Dances in Switzerland,Jean Estoril-Jenny Sanders,4.03,0750002441,188
The Story of Salt,Mark Kurlansky-S.D. Schindler,4.06,0399239987,48
Nonviolence: Twenty-Five Lessons from the History of a Dangerous Idea,Mark Kurlansky-Dalai Lama XIV,3.99,0679643354,203
Boogaloo on 2nd Avenue,Mark Kurlansky,3.15,0345448197,319
Cod: A Biography of the Fish That Changed the World,Mark Kurlansky,3.9,0140275010,294
1968: The Year That Rocked the World,Mark Kurlansky,3.78,0345455827,480
A Chosen Few: The Resurrection of European Jewry (Reader's Circle),Mark Kurlansky,3.87,0345448146,456
The Basque History of the World: The Story of a Nation,Mark Kurlansky,3.84,0140298517,400
The Cod's Tale,Mark Kurlansky-S.D. Schindler,3.9,0399234764,48
Open City 6: The Only Woman He Ever Left,Open City Magazine-James Purdy-Daniel Pinchbeck-Michael Cunningham-Deborah Garrison-Rem Koolhaas-Rick Moody-Strawberry Saroyan-Debra Garrison,0.0,189044717X,200
Harry Potter Y La Piedra Filosofal (Harry Potter  #1),J.K. Rowling,4.47,0613359607,254
Angle of Repose,Wallace Stegner-Jackson J. Benson,4.27,0141185473,557
Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.24,0321344758,201
Generation X: Tales for an Accelerated Culture,Douglas Coupland,3.73,0349108390,211
Girlfriend in a Coma,Douglas Coupland,3.61,0060987324,288
Corelli's Mandolin,Louis de Bernières,3.97,067976397X,437
Kiffe Kiffe Tomorrow,Faïza Guène-Sarah    Adams,3.38,0156030489,179
Our Kind of People: Inside America's Black Upper Class,Lawrence Otis Graham,3.67,0060984384,406
The Senator and the Socialite: The True Story of America's First Black Dynasty,Lawrence Otis Graham,3.93,0060184124,480
Temptations,Otis Williams-Patricia Romanowski,4.13,0815412185,304
The Thorn Birds,Colleen McCullough,4.23,0060837551,673
The Thorn Birds,Colleen McCullough,4.23,0751506001,591
Caesar (Masters of Rome  #5),Colleen McCullough,4.36,0060510854,928
Caesar's Women (Masters of Rome  #4),Colleen McCullough,4.24,0380710846,943
On  Off (Carmine Delmonico  #1),Colleen McCullough,3.5,0743286421,372
Three Complete Novels: Tim/An Indecent Obsession/The Ladies of Missalonghi,Colleen McCullough,3.67,0517201666,768
Morgan's Run,Colleen McCullough,3.94,0671024183,848
The October Horse: A Novel of Caesar and Cleopatra (Masters of Rome  #6),Colleen McCullough,4.28,0671024205,1110
The First Man in Rome (Masters of Rome  #1),Colleen McCullough,4.1,068809368X,896
The Grass Crown (Masters of Rome  #2),Colleen McCullough,4.29,038071082X,1104
Tim,Colleen McCullough,3.81,0380711966,288
O'Brien's the Things They Carried,Jill Colella-CliffsNotes,3.66,0764586688,128
The Five People You Meet in Heaven,Mitch Albom,3.92,1401308589,196
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.87,0099450259,272
The Curious Incident of the Dog In the Night-time,Mark Haddon,3.87,0099456761,268
The Curious Incident of the Dog in the Night-time,Mark Haddon,3.87,0385662238,240
Northern Lights,Tim O'Brien,3.3,0767904419,372
If I Die in a Combat Zone  Box Me Up and Ship Me Home,Tim O'Brien,3.95,0767904435,225
Going After Cacciato,Tim O'Brien,3.9,0767904427,351
In the Lake of the Woods,Tim O'Brien,3.78,061870986X,303
The Nuclear Age,Tim O'Brien,3.44,0140259104,320
The Rescue,Nicholas Sparks,4.1,0446696129,352
A Bend in the Road,Nicholas Sparks,4.03,0446696137,341
True Believer (Jeremy Marsh & Lexie Darnell  #1),Nicholas Sparks,3.8,044669651X,465
Three Weeks With My Brother,Nicholas Sparks-Micah Sparks,4.02,0446694851,368
The Wedding (The Notebook  #2),Nicholas Sparks,3.98,0446615862,276
The People of Sparks,Jeanne DuPrau,3.66,0375828257,338
El Guardián,Nicholas Sparks-Ramón González Férriz,4.15,8496284530,444
Nights in Rodanthe,Nicholas Sparks,3.83,0446691798,212
Message in a Bottle,Nicholas Sparks,3.96,0446606812,370
A Walk to Remember,Nicholas Sparks,4.16,0446693804,240
Icy Sparks,Gwyn Hyman Rubio,3.69,0142000205,320
Message in a Bottle,Nicholas Sparks,3.96,0446676071,342
Sugarplums and Scandal  (Love at Stake #2.5; Bed-and-Breakfast Mysteries #22.5),Lori Avocato-Dana Cameron-Mary Dahiem-Suzanne Macpherson-Cait London-Kerrelyn Sparks-Mary Daheim,3.98,0061136956,327
Special Topics in Calamity Physics,Marisha Pessl,3.71,067003777X,514
The Dictionary of Corporate Bullshit: An A to Z Lexicon of Empty  Enraging  and Just Plain Stupid Office Talk,Lois Beckwith,4.08,0767920740,192
On Truth,Harry G. Frankfurt-Baruch Spinoza,3.52,030726422X,112
Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.14,0312349486,310
Sharp Edges,Jayne Ann Krentz,3.86,0671524097,368
Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.07,074321076X,256
The Sly Spy (Olivia Sharp  Agent for Secrets #3),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.79,0440420628,74
The Green Toenails Gang (Olivia Sharp  Agent for Secrets #4),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.74,0440420636,72
Twelve Sharp (Stephanie Plum  #12),Janet Evanovich,4.14,0739469053,401
The Pizza Monster (Olivia Sharp  Agent for Secrets #1),Marjorie Weinman Sharmat-Mitchell Sharmat-Denise Brunkus,3.55,0440420598,80
The Spy Who Barked (Adam Sharp #1),George E. Stanley,3.47,0307264122,48
Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,4.06,1421505479,208
The World's First Love: Mary  Mother of God,Fulton J. Sheen,4.58,0898705975,276
Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,4.09,1421505487,208
The Tutor's First Love,George MacDonald-Michael R. Phillips,4.07,087123596X,238
First Love,Ivan Turgenev-Constance Garnett,3.79,0974607894,124
Love @ First Site,Jane Moore,3.4,0767916913,368
The Boy in White,Tessa Kay,2.33,037306232X,157
First Love  Second Chance,Amanda Clark,3.73,0373706405,304
A Broken Bow,Martha Humphreys,3.4,0373061781,157
The Modern Prince: Charles J. Haughey and the Quest for Power,Justin   O'Brien,3.5,1903582415,212
The Modern Prince and Other Writings,Antonio Gramsci,3.9,0717801330,192
From Beirut to Jerusalem,Thomas L. Friedman,4.11,0385413726,541
Emily of New Moon (Emily  #1),L.M. Montgomery,4.1,055323370X,339
The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery-Mary Henley Rubio-Elizabeth Hillman Waterston,4.25,0195421167,410
Against the Odds: Tales of Achievement,L.M. Montgomery-Rea Wilmshurst,3.84,0553565923,246
Anne of Avonlea,L.M. Montgomery-Susan O'Malley,4.22,0786180307,8
A Tangled Web,L.M. Montgomery,3.89,0770422454,288
The Complete Anne of Green Gables Boxed Set (Anne of Green Gables  #1-8),L.M. Montgomery,4.43,0553609416,2088
Pat of Silver Bush (Pat  #1),L.M. Montgomery,3.9,0770422470,288
Sherlock Holmes: The Complete Novels and Stories  Volume I,Arthur Conan Doyle,4.47,0553212419,1059
The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle-Leslie S. Klinger,4.63,0393059162,1878
The New Annotated Sherlock Holmes: The Novels,Arthur Conan Doyle-Leslie S. Klinger,4.54,039305800X,907
The Science of Sherlock Holmes: From Baskerville Hall to the Valley of Fear  the Real Forensics Behind the Great Detective's Greatest Cases,E.J. Wagner,4.22,0471648795,244
Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle-John Gielgud-Ralph Richardson-Orson Welles,3.98,1598870297,6
Sherlock Holmes: The Unauthorized Biography,Nick Rennison,4.26,0871139472,304
The Adventures of Sherlock Holmes,Arthur Conan Doyle-Eoin Colfer,4.31,0439574285,336
The Mysteries of Sherlock Holmes,Arthur Conan Doyle-Paul Bachem,4.18,0448409577,218
The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,4.33,0517174960,334
The Complete Sherlock Holmes  Volume I,Arthur Conan Doyle-Kyle Freeman,4.49,1593082037,709
Personal Finance For Dummies,Eric Tyson,3.77,0470038322,458
Personal Finance for Dummies,Eric Tyson-Rich Tennant,3.77,0764525905,454
Catching Alice,Clare Naylor,3.35,0449005577,328
The Dream Giver,Bruce H. Wilkinson-David Kopp-Heather Harpham Kopp,4.25,159052201X,157
The Giver,Lois Lowry,4.12,0385732554,208
The Wish Giver: Three Tales of Coven Tree,Bill Brittain-Andrew Glass,3.83,0064401685,192
Indian Givers: How the Indians of the Americas Transformed the World,Jack Weatherford,4.12,0449904962,288
Drina Dances in Paris,Jean Estoril-Mabel Esther Allan,4.16,0750012668,185
The Last Life,Claire Messud,3.56,0156011654,400
The Hunters,Claire Messud,3.4,0330488155,200
When the World Was Steady,Claire Messud,3.17,0964561107,270
The Sea,John Banville,3.51,1400097029,195
The Sea,John Banville,3.51,0307263118,195
The Untouchable,John Banville,3.96,0330339311,405
The Book of Evidence,John Banville,3.71,0375725237,220
Athena (The Freddie Montgomery Trilogy  #3),John Banville,3.65,0679736859,240
Doctor Copernicus  (Revolutions Trilogy  #1),John Banville,3.65,0679737995,242
Shroud,John Banville,3.65,037572530X,257
Ghosts,John Banville,3.63,0330371851,244
Aspects of the Novel,E.M. Forster-Oliver Stallybrass-Frank Kermode,3.83,0141441690,204
On Beauty,Zadie Smith,3.72,0143037749,445
A Great and Terrible Beauty (Gemma Doyle #1),Libba Bray,3.79,0689875347,403
The Claiming of Sleeping Beauty (Sleeping Beauty  #1),A.N. Roquelaure-Anne Rice,3.28,0451176987,253
The Black Book of Hollywood Beauty Secrets,Kym Douglas-Cindy Pearlman,3.37,0452287650,224
Black Beauty,Anna Sewell-Ian Andrew,3.95,0439228905,245
Truth and Beauty,Ann Patchett,3.94,0060572159,257
The Life of Graham Greene  Vol. 1: 1904-1939,Norman Sherry,4.1,0142004200,816
Complete Short Stories,Graham Greene-Pico Iyer,4.16,0143039105,594
The Comedians,Graham Greene,3.97,0099478374,292
The Power and the Glory,Graham Greene-John Updike,3.99,0142437301,222
The Heart of the Matter,Graham Greene,3.99,0099478420,272
Orient Express,Graham Greene-Christopher Hitchens,3.46,0142437913,197
Journey Without Maps,Graham Greene-Paul Theroux,3.61,0143039725,272
The Quiet American,Graham Greene-Robert  Stone,3.97,0143039024,180
Collected Short Stories,Graham Greene,3.97,0140186123,368
The Third Man & The Fallen Idol,Graham Greene,3.76,014018533X,157
The Tenth Man,Graham Greene,3.72,0671019090,160
The Autograph Man,Zadie Smith,3.15,037570387X,347
White Teeth,Zadie Smith,3.76,0375703861,448
Dientes blancos,Zadie Smith-Ana María de la Fuente,3.76,8478886869,528
Zähne zeigen,Zadie Smith-Ulrike Wasel-Klaus Timmermann,3.76,3426195461,642
Stranger than Fiction,Chuck Palahniuk,3.57,0385722222,233
Stranger Than Fiction: True Stories,Chuck Palahniuk,3.57,0385504489,256
The Hidden Persuaders,Vance Packard,3.89,0671771620,242
Great Short Works of Herman Melville,Herman Melville-Warner Berthoff,4.02,0060586540,512
Selected Poems of Herman Melville,Herman Melville-Robert Penn Warren,3.82,1567922694,512
Redburn / White-Jacket / Moby-Dick,Herman Melville-G. Thomas Tanselle,4.2,0940450097,1436
Pierre / Israel Potter / The Piazza Tales / The Confidence-Man / Uncollected Prose / Billy Budd,Herman Melville-G. Thomas Tanselle,4.19,0940450240,1478
Redburn,Herman Melville-Harold Beaver,3.61,0140431055,448
Melville's Short Novels: Authoritative Texts  Contexts  Criticism,Herman Melville-Dan McCall,4.0,0393976416,408
Typee / Omoo / Mardi,Herman Melville-G. Thomas Tanselle,3.61,0940450003,1333
Charlotte Sometimes,Penelope Farmer,4.09,0099267195,198
Charlotte Sometimes,Penelope Farmer-Eleanor Cameron,4.09,0440700248,174
Harriet The Spy,Louise Fitzhugh,3.95,0007155026,288
Harriet Spies Again (Harriet the Spy Adventures  #1),Helen Ericson,3.83,0440416884,256
Harriet the Spy  Double Agent (Harriet the Spy Adventures),Maya Gold,3.76,0385327870,160
Moonraker (James Bond  #3),Ian Fleming,3.73,0142002062,247
Moonraker's Bride,Madeleine Brent,4.3,0449235947,319
Dr No / Moonraker / Thunderball / From Russia with Love / On Her Majesty's Secret Service / Goldfinger,Ian Fleming,3.98,0862731585,862
Moonraker (James Bond #3),Ian Fleming,3.73,0141002980,310
Doctor No (James Bond  #6),Ian Fleming,3.77,0142002038,309
Casino Royale (James Bond  #1),Ian Fleming,3.74,014200202X,181
Goldfinger (James Bond  #7),Ian Fleming,3.81,0142002046,264
Diamonds Are Forever (James Bond  #4),Ian Fleming,3.6,0142002054,230
You Only Live Twice (James Bond  #12),Ian Fleming,3.75,0142003271,214
On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,3.96,0142003255,326
Live and Let Die (James Bond  #2),Ian Fleming,3.63,0142003239,229
From Russia With Love (James Bond  #5),Ian Fleming,3.89,0142002070,259
Octopussy & the Living Daylights (James Bond  #14),Ian Fleming,3.55,0142003298,120
On the Road,Jack Kerouac,3.63,0140283293,293
Book of Sketches,Jack Kerouac-George Condo,3.78,0142002151,432
The Dharma Bums,Jack Kerouac,3.93,0141184884,204
Book of Haikus,Jack Kerouac,3.92,1904634001,200
The Subterraneans,Jack Kerouac,3.68,0141184892,192
The Scripture of the Golden Eternity,Jack Kerouac-Anne Waldman-Eric Mottram,3.95,0872862917,72
Ballet Shoes,Noel Streatfeild,4.07,1842552473,184
Theater Shoes (Shoes  #4),Noel Streatfeild-Diane Goode,4.02,0679854347,272
Movie Shoes (Shoes  #6),Noel Streatfeild,4.0,0440458153,239
Party Shoes (Shoes  #5),Noel Streatfeild,3.64,0192752537,243
Thursday's Children,Rumer Godden,4.27,0440987903,249
Miss Happiness and Miss Flower,Rumer Godden-Gary Blythe,4.28,1405088567,104
The River,Rumer Godden,3.94,0330489992,128
The Dolls' House,Rumer Godden-Christian Birmingham,4.0,0330442554,153
China Court: The Hours of a Country House,Rumer Godden,3.98,0688117228,358
Rumer Godden,Anne Chisholm,3.83,0330367471,335
Fairy Doll,Rumer Godden-Pauline Baynes,4.13,0416458505,45
The Corrections,Jonathan Franzen,3.79,1841156736,653
Creative Correction: Extraordinary Ideas For Everyday Discipline,Lisa Whelchel-Stormie Omartian,3.93,1589971280,367
Original Sin (Adam Dalgliesh #9),P.D. James,3.91,0446679224,511
Original Sin: Illuminating the Riddle,Henri Blocher,3.67,083082605X,158
